Geneid,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_symbol
ENSG00000133636,49.142614372611376,6.990329165918655,0.7827890446218333,8.930029378854803,4.258956743375186e-19,1.342991026410975e-16,NTS
ENSG00000180638,59.440238540150105,4.259989443715521,0.6289494251874004,6.773182823795768,1.2597958659998468e-11,4.3895649695611604e-10,SLC47A2
ENSG00000099985,29.02331610381813,4.140453121241324,0.5789873256591961,7.1511982002840595,8.602367619340028e-13,4.249524682974238e-11,OSM
ENSG00000110887,22.148642848468235,3.918957805132743,0.5903275599008118,6.63861569632835,3.166427578298108e-11,9.554834095917098e-10,DAO
ENSG00000196136,9.338129474102749,3.8478561752798037,0.6032655440441347,6.378378830464575,1.789723618899913e-10,4.222141006182837e-09,SERPINA3
ENSG00000249743,24.822957471347763,3.637844627372413,0.8554798733758331,4.2524023540343645,2.1148944122339673e-05,9.858044414749115e-05,ENSG00000249743
ENSG00000170561,7.966958751359149,3.564063070831916,0.5430416269246264,6.563148926567656,5.2683182402587726e-11,1.5056885363398183e-09,IRX2
ENSG00000267287,39.57343067688452,3.4131260167962503,0.36723441142278973,9.294134510904495,1.4840867018895797e-20,5.849775083281427e-18,ENSG00000267287
ENSG00000177508,12.14749492320198,3.2996115780459356,0.6320104174409698,5.22081833936562,1.7813421373172898e-07,1.5719679681923097e-06,IRX3
ENSG00000129277,107.62193617948866,3.2950828256794917,0.5829094890680901,5.652820699397793,1.5783593172091945e-08,1.9881863037015952e-07,ENSG00000129277
ENSG00000205021,36.614816425776986,3.217396848104845,0.5208688001259669,6.17698131914745,6.533880071278965e-10,1.2731309057528118e-08,ENSG00000205021
ENSG00000186493,6.433091711528852,3.173124078186005,0.5364911175396682,5.914588283843086,3.3270674838445834e-09,5.2325949122476744e-08,IRX2-DT
ENSG00000170549,9.43397634692026,3.1623136399899443,0.4280282674367041,7.388095321198805,1.4894695428133856e-13,9.425004598671992e-12,IRX1
ENSG00000240583,1665.4606433601632,3.1574582820967403,0.5153139351669095,6.127251887869176,8.940986776705722e-10,1.6568410363885627e-08,AQP1
ENSG00000138435,21.86194199736169,3.103331159839325,0.4724967965526156,6.567941163795275,5.1015689454475487e-11,1.469127617166935e-09,CHRNA1
ENSG00000258754,28.122504290581297,3.0474476430625357,0.2969110220923329,10.263841408066169,1.0254446951404355e-24,1.212588352003565e-21,LINC01579
ENSG00000006075,296.21332205507855,3.0417522256937937,0.4698162939095476,6.474343834229414,9.522483918430383e-11,2.4782035176988013e-09,ENSG00000006075
ENSG00000197262,13.53979757847695,3.0230514343615025,0.6014913855544909,5.025926400549647,5.010080218626881e-07,3.817588309964582e-06,ENSG00000197262
ENSG00000259255,20.17383468701774,3.0054928644903356,0.4541613897471955,6.6176758578339605,3.648900196422098e-11,1.0803942365619107e-09,ENSG00000259255
ENSG00000273259,7.169968487474459,2.936520721599615,0.655652076059692,4.478778957350952,7.507122001871512e-06,4.01454913158307e-05,ENSG00000273259
ENSG00000232810,37.146148781897196,2.8877855427453594,0.4375352235030203,6.600121287664569,4.108215421224124e-11,1.2032110800241552e-09,TNF
