Geneid,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_symbol
ENSG00000223764,25.399413491895956,1.1756091057309086,0.25140452542039166,4.676165251063352,2.922891018193235e-06,1.7679717974776228e-05,LINC02593
ENSG00000187634,49.929168699957295,1.7227293814226574,0.2540462856712009,6.781163428038848,1.1921192821301983e-11,4.1768327440561764e-10,SAMD11
ENSG00000217801,23.18506088417539,-1.295560955634416,0.2126691352356427,-6.091908702214368,1.1157231302936918e-09,2.008513951013953e-08,PTPN11BP
ENSG00000186891,6.997708264489725,-1.6463941717125818,0.39856283080042404,-4.130827173236823,3.614602593133923e-05,0.00015714218994047294,TNFRSF18
ENSG00000205116,140.36050425593535,1.9630972469545367,0.3437990711732678,5.710013236089213,1.1296738747544698e-08,1.501997871423371e-07,TMEM278
ENSG00000179403,1301.8389098368752,1.2553825103416123,0.21243040844457023,5.909617740386641,3.4290251413663274e-09,5.3679982261579275e-08,VWA1
ENSG00000178821,10.666608153370971,-1.0688110169301097,0.30646930165537156,-3.4874978053495247,0.00048756292482314936,0.0015232315947248986,TMEM52
ENSG00000233542,9.116212441707107,-2.2487111420078105,0.3852118765141112,-5.837595565217302,5.29595193507841e-09,7.803692415240149e-08,ENSG00000233542
ENSG00000187730,573.346498883261,-1.4732166556324342,0.2670536983344223,-5.516555901755665,3.4570755775994084e-08,3.877170712992342e-07,GABRD
ENSG00000272420,10.901142488681092,-1.0004662986757953,0.23863456895256785,-4.192461733717435,2.7594363902140907e-05,0.00012398132629506196,ENSG00000272420
ENSG00000272449,17.357712241746764,-1.524749697145642,0.23144729314865006,-6.587891681093681,4.4611590700005343e-11,1.2945572025216273e-09,ENSG00000272449
ENSG00000142606,6.899906649429761,1.2468551276776145,0.3651098644952976,3.415013531341258,0.0006377884306555949,0.0019319495850150265,MMEL1
ENSG00000078900,14.568932985388114,1.118113828304135,0.3784647483454218,2.954340749547541,0.00313337823450427,0.007743405981820897,TP73
ENSG00000116254,3732.0854621052626,-1.0893044637249039,0.18219404612039053,-5.978814823647482,2.2476688124016794e-09,3.701122187174915e-08,CHD5
ENSG00000158292,287.94138923057795,-1.5540666299317303,0.25866854423324837,-6.007945939226328,1.878884644792466e-09,3.15425887129312e-08,GPR153
ENSG00000171621,164.14964187994596,1.3867890074937492,0.21970310132900123,6.312104831952549,2.752656528740746e-10,6.14154027403006e-09,SPSB1
ENSG00000162444,75.16423263280333,1.6141746813799573,0.3047574809001933,5.296587557463741,1.179867771615757e-07,1.1040107932230526e-06,RBP7
ENSG00000272078,7.163398523463772,-1.373513610683048,0.3041255487487154,-4.51627170533416,6.293790049174013e-06,3.4286929954037526e-05,ENSG00000272078
ENSG00000175206,17.472837847112125,-2.1861662711378806,0.2905456915121207,-7.524345860233417,5.2984919244718186e-14,3.840899126858499e-12,NPPA
ENSG00000162493,193.94379599062776,1.2503510912396132,0.15429514637613415,8.103632036432051,5.334227679227771e-16,6.960247426964788e-14,PDPN
ENSG00000206652,32.85732578499868,1.068951823699029,0.2279652886788507,4.689099072468571,2.744105157961706e-06,1.67424926116206e-05,RNU1-1
ENSG00000207389,6.838945822614556,1.702414163518076,0.5003211598944892,3.4026427422679695,0.0006673748362299896,0.0020074295550828944,RNU1-4
ENSG00000207005,10.473361300848742,1.0842914678817759,0.2685379246727733,4.037759170154601,5.3964211020088183e-05,0.00022352836277762244,RNU1-2
ENSG00000117115,5384.444116737449,1.15133819044481,0.2042094868293096,5.638024992478271,1.7201154869753937e-08,2.132672674546163e-07,PADI2
ENSG00000179023,8.257199062539017,-2.9295477437907453,0.6574217120869359,-4.456116507760469,8.345768754859955e-06,4.3971580295725524e-05,KLHDC7A
ENSG00000009709,40.0620187108101,-1.1833561153964867,0.28377524364839024,-4.170047042097569,3.0453677054831387e-05,0.00013528611643047892,PAX7
ENSG00000230424,7.992448558537532,1.0108586401405657,0.305762178291485,3.3060290379567734,0.000946282804927763,0.0027159694583181546,EMC1-AS1
ENSG00000240490,36.1110317441373,1.4818031179572573,0.48482729219633786,3.0563525234820723,0.0022404766735370173,0.00576183480539899,RN7SL277P
ENSG00000158748,17.3929469329755,-1.4398109530116356,0.2444207575764273,-5.890706531180866,3.845479337061539e-09,5.8959861472612904e-08,HTR6
